MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,n,MaxCl,MinCl,MeanCl,minYear,maxYear,Lat,Long,state
1VTDECWQ-501960,Sunderland Brook,Stream,4,73.8,54.2,62.45,2003,2012,44.5222,-73.1731,VT
1VTDECWQ-501961,Sunderland Brook,Stream,1,68.9,68.9,68.9,2011,2011,44.5211,-73.169,VT
1VTDECWQ-501962,Sunderland Brook,Stream,27,324,66.4,135.43333333333334,2005,2015,44.5139,-73.1575,VT
1VTDECWQ-501963,Sunderland Brook,Stream,3,190,66.5,123.83333333333333,2003,2005,44.5083,-73.145,VT
1VTDECWQ-501964,Sunnyside Brook,Stream,2,443,120,281.5,2003,2004,44.5219,-73.1739,VT
1VTDECWQ-501965,Sunnyside Brook,Stream,37,835,181,335.63513513513516,2005,2014,44.5191,-73.1733,VT
1VTDECWQ-501966,Sunnyside Brook Trib 1,Stream,6,5.03,2.79,3.9883333333333333,2004,2014,44.5197,-73.1725,VT
1VTDECWQ-501967,Sunderland Brook Trib 13,Stream,2,154,136,145,2005,2005,44.5106,-73.1542,VT
1VTDECWQ-501968,Sunderland Brook Trib 15,Stream,4,169,140,152.5,2003,2006,44.5094,-73.1433,VT
1VTDECWQ-501969,Centennial Brook,Stream,23,1040,172,490.5304347826087,2003,2006,44.4856,-73.1839,VT
1VTDECWQ-501970,Centennial Brook,Stream,8,705,183,454.25,2004,2014,44.4846,-73.184,VT
1VTDECWQ-501974,Gilbrook Stream,Stream,1,250,250,250,2007,2007,44.4914,-73.1739,VT
1VTDECWQ-501975,Muddy Brook,Stream,4,200,68.9,103.025,2003,2013,44.4539,-73.1384,VT
1VTDECWQ-501977,Allen Brook,Stream,1,70.5,70.5,70.5,2007,2007,44.4732,-73.1233,VT
1VTDECWQ-501978,Allen Brook,Stream,14,138,57.5,93.33214285714286,2003,2016,44.4639,-73.1174,VT
1VTDECWQ-501979,Allen Brook,Stream,28,198,43.1,90.82857142857142,2003,2016,44.4512,-73.1026,VT
1VTDECWQ-501981,Allen Brook,Stream,1,90.3,90.3,90.3,2004,2004,44.4494,-73.1025,VT
1VTDECWQ-501983,Allen Brook,Stream,1,69.6,69.6,69.6,2005,2005,44.4425,-73.0797,VT
1VTDECWQ-501986,Allen Brook,Stream,3,33.5,27.14,29.813333333333333,2005,2016,44.4328,-73.0664,VT
1VTDECWQ-501987,Muddy Brook Trib 4,Stream,28,857,183,395.39285714285717,2005,2014,44.4419,-73.1318,VT
1VTDECWQ-501989,Sucker Brook,Stream,1,46.2,46.2,46.2,2012,2012,44.4071,-73.1273,VT
1VTDECWQ-501990,Alder Brook,Stream,9,102,30,60.748888888888885,2003,2015,44.4815,-73.0669,VT
1VTDECWQ-501991,Alder Brook,Stream,3,101,27.2,73.4,2006,2010,44.4894,-73.0647,VT
1VTDECWQ-501992,Alder Brook,Stream,1,15.8,15.8,15.8,2005,2005,44.5117,-73.0578,VT
1VTDECWQ-501993,Alder Brook,Stream,3,18,13.35,14.913333333333334,2005,2015,44.5208,-73.0656,VT
1VTDECWQ-501995,Sand Hill Brook,Stream,3,138,81.2,108.91666666666667,2003,2015,44.48,-73.0482,VT
1VTDECWQ-501996,Morehouse Brook,Stream,6,264,112,192.08333333333334,2004,2015,44.4995,-73.198,VT
1VTDECWQ-501999,Mill Brook,Stream,2,10.33,10.2,10.265,2004,2015,44.4552,-73.0185,VT
1VTDECWQ-502006,Joiner Brook,Stream,1,35.2,35.2,35.2,2005,2005,44.3964,-72.8778,VT
1VTDECWQ-502007,Joiner Brook,Stream,1,23.4,23.4,23.4,2007,2007,44.4017,-72.875,VT
1VTDECWQ-502011,Little River,Stream,2,7.62,6.8,7.21,2004,2008,44.36,-72.7761,VT
1VTDECWQ-502012,Little River,Stream,1,7.15,7.15,7.15,2009,2009,44.3661,-72.7756,VT
1VTDECWQ-502013,Little River,Stream,2,7.72,7.4,7.5600000000000005,2008,2009,44.3697,-72.7689,VT
1VTDECWQ-502014,Little River,Stream,1,16.1,16.1,16.1,2008,2008,44.4403,-72.7397,VT
1VTDECWQ-502015,Little River,Stream,1,15.1,15.1,15.1,2004,2004,44.4439,-72.7103,VT
1VTDECWQ-502016,Little River,Stream,3,32.18,24.8,28.593333333333334,2005,2015,44.4575,-72.6961,VT
1VTDECWQ-502018,Miller Brook,Stream,1,3.9,3.9,3.9,2008,2008,44.4433,-72.7389,VT
1VTDECWQ-502019,Gold Brook,Stream,1,14.3,14.3,14.3,2005,2005,44.4428,-72.7025,VT
1VTDECWQ-502020,West Branch Little River,Stream,1,9.2,9.2,9.2,2004,2004,44.4717,-72.7069,VT
1VTDECWQ-502023,West Branch Little River,Stream,1,8.9,8.9,8.9,2004,2004,44.4819,-72.7278,VT
1VTDECWQ-502024,West Branch Little River,Stream,1,7.6,7.6,7.6,2004,2004,44.4881,-72.7364,VT
1VTDECWQ-502025,West Branch Little River,Stream,9,20.3,2.14,9.661111111111111,2003,2014,44.5199,-72.7672,VT
1VTDECWQ-502026,West Branch Little River,Stream,1,8.31,8.31,8.31,2006,2006,44.5231,-72.7733,VT
1VTDECWQ-502027,West Branch Little River,Stream,1,7.99,7.99,7.99,2010,2010,44.5257,-72.7781,VT
1VTDECWQ-502028,West Branch Little River,Stream,2,10.4,2.7,6.550000000000001,2003,2004,44.5267,-72.7803,VT
1VTDECWQ-502029,West Branch Little River,Stream,4,3.9,2.45,3.0025,2003,2012,44.5305,-72.7838,VT
1VTDECWQ-502034,Ranch Brook,Stream,1,0.31,0.31,0.31,2003,2003,44.5036,-72.7819,VT
1VTDECWQ-502036,Inn brook,Stream,3,14.2,4.39,7.916666666666666,2006,2013,44.5089,-72.7647,VT
1VTDECWQ-502040,Big Spruce Brook,Stream,2,109,13.1,61.05,2003,2015,44.5267,-72.7775,VT
1VTDECWQ-502044,Thatcher Brook,Stream,1,38.2,38.2,38.2,2005,2005,44.3406,-72.7606,VT
1VTDECWQ-502045,Thatcher Brook,Stream,1,27.4,27.4,27.4,2005,2005,44.3411,-72.75,VT
1VTDECWQ-502055,Mad River,Stream,3,29.76,20.9,25.62,2003,2015,44.1944,-72.8172,VT
1VTDECWQ-502058,Mad River,Stream,2,10.78,3.38,7.08,2010,2015,44.0806,-72.8586,VT
1VTDECWQ-502059,Mad River,Stream,2,10.4,7.52,8.96,2005,2006,44.0614,-72.8508,VT
1VTDECWQ-502066,Dowsville Brook Trib 1,Stream,2,23.6,23.3,23.450000000000003,2008,2009,44.2694,-72.7856,VT
1VTDECWQ-502074,Slide Brook,Stream,2,25.4,15.8,20.6,2004,2006,44.1814,-72.8811,VT
1VTDECWQ-502077,Chase Brook,Stream,1,12.9,12.9,12.9,2006,2006,44.1786,-72.8944,VT
1VTDECWQ-502078,Clay Brook,Stream,3,23.5,15,20.11,2005,2016,44.1358,-72.8812,VT
1VTDECWQ-502079,Clay Brook,Stream,1,4.67,4.67,4.67,2006,2006,44.1348,-72.8856,VT
1VTDECWQ-502084,Rice Brook,Stream,2,147.56,99.2,123.38,2005,2015,44.1367,-72.8811,VT
1VTDECWQ-502094,Bear Wallow Brook,Stream,8,0.37,0.23,0.27,2014,2016,44.0603,-72.8546,VT
1VTDECWQ-502095,Great Brook,Stream,1,4.063,4.063,4.063,2015,2015,44.2999,-72.6677,VT
1VTDECWQ-502100,Dog River,Stream,3,21.3,7.99,15.863333333333333,2010,2010,44.2563,-72.6012,VT
1VTDECWQ-502101,Dog River,Stream,1,22.6,22.6,22.6,2010,2010,44.2486,-72.6011,VT
1VTDECWQ-502102,Dog River,Stream,2,36.42,23.6,30.01,2004,2015,44.2456,-72.5977,VT
1VTDECWQ-502104,Dog River,Stream,1,22.4,22.4,22.4,2004,2004,44.2122,-72.6292,VT
1VTDECWQ-502105,Dog River,Stream,1,22.4,22.4,22.4,2004,2004,44.1994,-72.6342,VT
1VTDECWQ-502106,Dog River,Stream,2,24.4,20.8,22.6,2004,2005,44.1681,-72.6556,VT
1VTDECWQ-502107,Dog River,Stream,6,38.32,15.5,25.436666666666667,2003,2015,44.165,-72.6566,VT
1VTDECWQ-502109,Dog River,Stream,3,29.96,21.5,25.12,2004,2015,44.162,-72.6572,VT
1VTDECWQ-502111,Dog River,Stream,1,10.7,10.7,10.7,2004,2004,44.1142,-72.6808,VT
1VTDECWQ-502112,Dog River,Stream,3,12.34,10.5,11.513333333333334,2004,2016,44.1107,-72.6918,VT
1VTDECWQ-502113,Cox Brook,Stream,1,6.9,6.9,6.9,2005,2005,44.1733,-72.6547,VT
1VTDECWQ-502115,Sunny Brook,Stream,2,42.3,26.9,34.599999999999994,2003,2004,44.1214,-72.6586,VT
1VTDECWQ-502116,Sunny Brook,Stream,1,25.8,25.8,25.8,2004,2004,44.1164,-72.6558,VT
1VTDECWQ-502118,North Branch Winooski River,Stream,1,15.9,15.9,15.9,2005,2005,44.4736,-72.5319,VT
1VTDECWQ-502119,North Branch Winooski Trib 2,Stream,2,24.5,17.6,21.05,2005,2006,44.2833,-72.5769,VT
1VTDECWQ-502122,North Branch Winooski Trib 2,Stream,1,70.3,70.3,70.3,2006,2006,44.2836,-72.577,VT
1VTDECWQ-502126,Hancock Brook,Stream,1,0.43,0.43,0.43,2003,2003,44.3992,-72.5561,VT
1VTDECWQ-502131,Stevens Branch,Stream,1,71.9,71.9,71.9,2010,2010,44.2317,-72.5522,VT
1VTDECWQ-502133,Stevens Branch,Stream,1,76.5,76.5,76.5,2010,2010,44.2149,-72.5359,VT
1VTDECWQ-502134,Stevens Branch,Stream,1,68.6,68.6,68.6,2005,2005,44.2133,-72.5286,VT
1VTDECWQ-502135,Stevens Branch,Stream,5,74.9,23.2,55.93,2010,2015,44.2121,-72.526,VT
1VTDECWQ-502136,Stevens Branch,Stream,4,61,18.5,44.9875,2010,2015,44.2106,-72.5181,VT
1VTDECWQ-502137,Stevens Branch,Stream,1,42.8,42.8,42.8,2007,2007,44.1983,-72.5092,VT
1VTDECWQ-502141,Stevens Branch,Stream,3,34.78,34.5,34.67,2005,2015,44.1334,-72.5332,VT
1VTDECWQ-502144,Gunner Brook,Stream,1,56.4,56.4,56.4,2003,2003,44.2036,-72.5083,VT
1VTDECWQ-502145,Gunner Brook,Stream,3,50.3,47.1,48.666666666666664,2004,2010,44.2039,-72.5067,VT
1VTDECWQ-502148,Gunner Brook,Stream,4,45.2,28.2,35.375,2011,2013,44.2114,-72.5025,VT
1VTDECWQ-502149,Gunner Brook,Stream,1,26.8,26.8,26.8,2004,2004,44.2206,-72.4867,VT
1VTDECWQ-502150,Jail Branch,Stream,1,34.5,34.5,34.5,2005,2005,44.1883,-72.4969,VT
1VTDECWQ-502151,Jail Branch,Stream,2,19.4,15.31,17.355,2005,2015,44.1735,-72.4665,VT
1VTDECWQ-502152,Jail Branch,Stream,1,8.68,8.68,8.68,2005,2005,44.13,-72.4242,VT
1VTDECWQ-502153,Martin Brook,Stream,1,3.92,3.92,3.92,2007,2007,44.1386,-72.5771,VT
1VTDECWQ-502154,Stevens Branch Trib 23,Stream,9,69.9,24.4,42.62777777777778,2005,2015,44.129,-72.5319,VT
1VTDECWQ-502155,Stevens Branch Trib 23,Stream,6,51.8,22.6,34.705,2010,2012,44.1281,-72.5318,VT
1VTDECWQ-502156,Stevens Branch Trib 23,Stream,2,35.8,21.4,28.599999999999998,2004,2006,44.1276,-72.5317,VT
1VTDECWQ-502159,Sodom Pond Brook,Stream,1,14.4,14.4,14.4,2005,2005,44.3103,-72.4939,VT
1VTDECWQ-502171,Molly's Brook,Stream,1,7.6,7.6,7.6,2004,2004,44.3708,-72.2697,VT
1VTDECWQ-502172,Potash Brook,Stream,18,528,134,221.84444444444443,2003,2015,44.4438,-73.2162,VT
1VTDECWQ-502173,Potash Brook,Stream,1,267,267,267,2004,2004,44.445,-73.2139,VT
1VTDECWQ-502175,Potash Brook,Stream,5,306.2,182,249.44,2004,2015,44.4466,-73.2039,VT
1VTDECWQ-502176,Potash Brook,Stream,2,309,178,243.5,2003,2005,44.4467,-73.2033,VT
1VTDECWQ-502177,Potash Brook,Stream,2,254,126,190,2004,2011,44.4467,-73.195,VT
1VTDECWQ-502179,Potash Brook,Stream,1,189,189,189,2004,2004,44.4561,-73.1694,VT
1VTDECWQ-502180,Potash Brook Trib 3,Stream,1,530,530,530,2008,2008,44.4522,-73.1947,VT
1VTDECWQ-502184,Munroe Brook,Stream,10,197,40.4,84.97,2003,2015,44.4066,-73.22,VT
1VTDECWQ-502185,Munroe Brook,Stream,2,232,41.05,136.525,2003,2016,44.405,-73.2178,VT
1VTDECWQ-502186,Munroe Brook,Stream,19,179,28.8,78.51,2006,2015,44.4053,-73.2172,VT
1VTDECWQ-502188,Munroe Brook,Stream,3,33.9,23.8,28.7,2009,2016,44.389,-73.2018,VT
1VTDECWQ-502189,Munroe Brook North Trib,Stream,3,166,41.7,84.83333333333333,2004,2011,44.4111,-73.2084,VT
1VTDECWQ-502190,Laplatte River,Stream,3,45.2,25.3,32.1,2009,2016,44.3728,-73.2161,VT
1VTDECWQ-502191,LaPlatte River,Stream,4,55,17.8,32.875,2004,2016,44.3553,-73.1936,VT
1VTDECWQ-502192,Laplatte River,Stream,7,106,23.6,47.31428571428572,2009,2016,44.333,-73.1272,VT
1VTDECWQ-502193,Laplatte River,Stream,5,30.9,21.1,28.2,2009,2016,44.3339,-73.1227,VT
1VTDECWQ-502194,Laplatte River,Stream,3,18.1,12.1,16.066666666666666,2003,2016,44.3084,-73.0904,VT
1VTDECWQ-502195,McCabes Brook,Stream,7,63.35,22.4,41.72,2011,2017,44.3827,-73.2391,VT
1VTDECWQ-502196,McCabes Brook,Stream,1,51.9,51.9,51.9,2009,2009,44.3694,-73.2369,VT
1VTDECWQ-502197,Mud Hollow Brook,Stream,1,9.78,9.78,9.78,2009,2009,44.3536,-73.1947,VT
1VTDECWQ-502198,Patrick Brook,Stream,1,24.6,24.6,24.6,2004,2004,44.3372,-73.1075,VT
1VTDECWQ-502205,Lewis Creek,Stream,3,14.5,6.79,9.756666666666668,2004,2011,44.2486,-73.2336,VT
1VTDECWQ-502206,Lewis Creek,Stream,27,13.27,5.97,9.681777777777778,2006,2017,44.2485,-73.2287,VT
1VTDECWQ-502210,Lewis Creek,Stream,2,12.5,12.4,12.45,2006,2006,44.2814,-73.1065,VT
1VTDECWQ-502211,Lewis Creek,Stream,1,11.2,11.2,11.2,2004,2004,44.2772,-73.0822,VT
1VTDECWQ-502212,Lewis Creek,Stream,2,13.5,10.9,12.2,2004,2017,44.2447,-73.0735,VT
1VTDECWQ-502213,Lewis Creek,Stream,1,14.1,14.1,14.1,2004,2004,44.2281,-73.0594,VT
1VTDECWQ-502214,Prindle Brook,Stream,3,11.5,9.4,10.2,2004,2013,44.2903,-73.1806,VT
1VTDECWQ-502215,Hollow Brook,Stream,2,13.6,12.7,13.149999999999999,2009,2016,44.2932,-73.0541,VT
1VTDECWQ-502218,Little Otter Creek,Stream,5,31.89,24,27.438,2004,2016,44.1979,-73.2508,VT
1VTDECWQ-502220,Little Otter Creek,Stream,1,29.4,29.4,29.4,2006,2006,44.2033,-73.1972,VT
1VTDECWQ-502222,Little Otter Creek,Stream,1,52.5,52.5,52.5,2016,2016,44.1306,-73.1212,VT
1VTDECWQ-502224,Mount Florona Brook,Stream,1,10.4,10.4,10.4,2006,2006,44.2164,-73.1556,VT
1VTDECWQ-502227,Otter Creek,Stream,2,19.7,19,19.35,2004,2016,44.0647,-73.2164,VT
1VTDECWQ-502228,Otter Creek,Stream,1,19.4,19.4,19.4,2006,2006,43.6737,-73.0278,VT
1VTDECWQ-502229,Otter Creek,Stream,1,25,25,25,2004,2004,43.6047,-73.0158,VT
1VTDECWQ-502230,Otter Creek,Stream,2,25.83,19.8,22.814999999999998,2016,2016,43.6034,-72.9998,VT
1VTDECWQ-502231,Otter Creek,Stream,3,10,6.7,8.45,2004,2016,43.4777,-72.9796,VT
1VTDECWQ-502240,Beaver Brook,Stream,3,31.6,12.1,21.866666666666667,2003,2016,44.0298,-73.2183,VT
1VTDECWQ-502241,Beaver Brook,Stream,1,38.8,38.8,38.8,2004,2004,43.9711,-73.2303,VT
1VTDECWQ-502242,Lemon Fair River Trib 7,Stream,1,9.6,9.6,9.6,2003,2003,43.9969,-73.2708,VT
1VTDECWQ-502247,Muddy Branch New Haven River,Stream,2,16.5,13.4,14.95,2004,2016,44.0309,-73.1318,VT
1VTDECWQ-502252,Halnon Brook,Stream,1,24.5,24.5,24.5,2009,2009,43.9303,-73.1078,VT
1VTDECWQ-502253,Halnon Brook,Stream,1,20.9,20.9,20.9,2009,2009,43.931,-73.106,VT
1VTDECWQ-502254,Halnon Brook Trib 10,Stream,3,31.8,28.8,30.5,2009,2012,43.9301,-73.1071,VT
1VTDECWQ-502255,Halnon Brook Trib 10,Stream,2,41.9,30.6,36.25,2012,2016,43.9299,-73.1064,VT
1VTDECWQ-502256,Halnon Brook Trib 10,Stream,3,38.8,31.5,34.1,2009,2012,43.9256,-73.1017,VT
1VTDECWQ-502259,South Branch Middlebury River,Stream,1,8.8,8.8,8.8,2004,2004,43.9633,-73.0289,VT
1VTDECWQ-502260,South Branch Middlebury River,Stream,1,9.2,9.2,9.2,2004,2004,43.9567,-73.01,VT
1VTDECWQ-502262,Goshen Brook Trib 2,Stream,10,0.36,0.24,0.304,2003,2016,43.9292,-72.9863,VT
1VTDECWQ-502263,Pleasant Brook,Stream,3,23.3,13.8,19.233333333333334,2006,2016,43.8529,-73.178,VT
1VTDECWQ-502264,Seymour Brook,Stream,1,25.5,25.5,25.5,2003,2003,43.8611,-73.1194,VT
1VTDECWQ-502268,Arnold Brook,Stream,1,35.8,35.8,35.8,2016,2016,43.826,-73.1206,VT
1VTDECWQ-502269,Willow Brook,Stream,2,37.12,13.3,25.21,2003,2016,43.7825,-73.1523,VT
1VTDECWQ-502271,Neshobe River,Stream,2,20.5,13.8,17.15,2006,2016,43.7902,-73.0884,VT
1VTDECWQ-502272,Neshobe River,Stream,1,20.5,20.5,20.5,2016,2016,43.7911,-73.0883,VT
1VTDECWQ-502274,Jones Brook,Stream,1,10.7,10.7,10.7,2004,2004,43.7861,-73.0553,VT
1VTDECWQ-502275,Bresee Mill Brook,Stream,1,3.75,3.75,3.75,2006,2006,43.7519,-73.0853,VT
1VTDECWQ-502278,Otter Creek Trib 27,Stream,1,20.6,20.6,20.6,2007,2007,43.765,-73.0537,VT
1VTDECWQ-502279,Otter Creek Trib 27,Stream,1,19.5,19.5,19.5,2007,2007,43.765,-73.0537,VT
1VTDECWQ-502280,Pomainville Brook,Stream,1,14,14,14,2006,2006,43.7434,-73.0501,VT
1VTDECWQ-502281,Pomainville Brook,Stream,2,14,7.69,10.845,2006,2006,43.745,-73.0503,VT
1VTDECWQ-502282,Smith Pond Brook,Stream,1,7.16,7.16,7.16,2006,2006,43.7158,-73.0672,VT
1VTDECWQ-502283,Smith Pond Brook,Stream,1,12.1,12.1,12.1,2003,2003,43.7144,-73.0728,VT
1VTDECWQ-502284,Smith Pond Brook,Stream,1,7.16,7.16,7.16,2006,2006,43.7158,-73.0725,VT
1VTDECWQ-502285,Furnace Brook,Stream,3,12.1,8.65,10.916666666666666,2004,2016,43.6998,-73.0189,VT
1VTDECWQ-502286,Furnace Brook,Stream,1,2.22,2.22,2.22,2016,2016,43.7385,-72.9816,VT
1VTDECWQ-502290,Clarendon River,Stream,6,21.4,10.2,15.766666666666667,2010,2017,43.592,-73.0378,VT
1VTDECWQ-502291,Clarendon River,Stream,6,13.1,8.32,11.336666666666666,2010,2017,43.5913,-73.0375,VT
1VTDECWQ-502293,Clarendon River,Stream,2,15.1,14.4,14.75,2006,2016,43.4489,-73.0419,VT
1VTDECWQ-502295,Tenney Brook,Stream,10,101,30.3,74.53,2010,2016,43.6156,-72.9881,VT
1VTDECWQ-502296,Tenney Brook,Stream,10,102,49,69.56,2006,2016,43.6205,-72.9769,VT
1VTDECWQ-502297,Tenney Brook,Stream,3,118,58,79.96666666666667,2010,2016,43.6266,-72.9698,VT
1VTDECWQ-502299,Tenney Brook,Stream,3,42.3,16.2,26.599999999999998,2006,2010,43.6254,-72.9539,VT
1VTDECWQ-502302,Mendon Brook,Stream,2,12.9,10.9,11.9,2004,2012,43.6475,-72.9038,VT
1VTDECWQ-502305,Moon Brook,Stream,3,108,95.4,99.9,2008,2014,43.5935,-72.9856,VT
1VTDECWQ-502306,Moon Brook,Stream,2,131,89.1,110.05,2006,2006,43.5961,-72.9783,VT
1VTDECWQ-502307,Moon Brook,Stream,8,144,78.5,119.8875,2004,2014,43.5984,-72.9733,VT
1VTDECWQ-502308,Moon Brook,Stream,4,176,106,136.5,2006,2012,43.5998,-72.9716,VT
1VTDECWQ-502310,Moon Brook,Stream,1,68.9,68.9,68.9,2008,2008,43.6039,-72.9622,VT
1VTDECWQ-502311,Moon Brook,Stream,8,93.2,60,80.35,2005,2014,43.6106,-72.9522,VT
1VTDECWQ-502313,Moon Brook,Stream,1,70.4,70.4,70.4,2006,2006,43.6156,-72.9522,VT
1VTDECWQ-502314,Moon Brook,Stream,11,85.1,38.64,64.28545454545454,2005,2014,43.6164,-72.9507,VT
1VTDECWQ-502315,Mussey Brook,Stream,1,70.4,70.4,70.4,2008,2008,43.5938,-72.9738,VT
1VTDECWQ-502319,Alfrecha Brook,Stream,1,18.2,18.2,18.2,2006,2006,43.5611,-72.9717,VT
1VTDECWQ-502320,Mill River,Stream,2,15,11.4,13.2,2004,2016,43.5198,-72.9243,VT
1VTDECWQ-502321,Mill River Trib,Stream,1,41.9,41.9,41.9,2006,2006,43.4464,-72.8278,VT
1VTDECWQ-502322,Button Brook,Stream,2,2.85,2.06,2.455,2006,2014,43.4886,-72.9658,VT
1VTDECWQ-502323,Baker Brook,Stream,3,8.76,7.13,8.203333333333333,2006,2016,43.3915,-73.0072,VT
1VTDECWQ-502324,Weatherby Brook,Stream,1,0.34,0.34,0.34,2003,2003,43.3281,-73.0653,VT
1VTDECWQ-502325,McGinn Brook,Stream,11,0.41,0.33,0.3654545454545455,2014,2016,43.3154,-72.9837,VT
1VTDECWQ-502326,East Creek North Fork,Stream,4,40.64,12.2,26.395,2013,2015,43.8099,-73.3296,VT
1VTDECWQ-502327,East Creek North Fork,Stream,1,23.5,23.5,23.5,2004,2004,43.8269,-73.3183,VT
1VTDECWQ-502328,Sanford Brook,Stream,2,32.3,10.7,21.5,2003,2011,43.7854,-73.3066,VT
1VTDECWQ-502329,Perch Pond Outlet,Stream,1,2.1,2.1,2.1,2003,2003,43.7439,-73.3075,VT
1VTDECWQ-502330,Poultney River,Stream,2,31.8,31.7,31.75,2007,2007,43.6258,-73.3097,VT
1VTDECWQ-502332,Poultney River,Stream,3,33.8,8.2,22.313333333333333,2004,2015,43.5339,-73.2431,VT
1VTDECWQ-502335,Poultney River,Stream,2,14.3,8.2,11.25,2004,2007,43.5153,-73.2433,VT
1VTDECWQ-502337,Poultney River,Stream,1,7.9,7.9,7.9,2004,2004,43.495,-73.1594,VT
1VTDECWQ-502338,Coggman Creek,Stream,2,18.24,5.25,11.745,2007,2015,43.6547,-73.3624,VT
1VTDECWQ-502339,Hubbardton River,Stream,3,24.1,7.52,16.073333333333334,2003,2016,43.6428,-73.3219,VT
1VTDECWQ-502340,Hubbardton River,Stream,1,7.37,7.37,7.37,2011,2011,43.7276,-73.2744,VT
1VTDECWQ-502341,Hubbardton River,Stream,1,11.5,11.5,11.5,2016,2016,43.73,-73.272,VT
1VTDECWQ-502342,Hubbardton Trib 7,Stream,2,94,18.5,56.25,2011,2015,43.6979,-73.3147,VT
1VTDECWQ-502343,Bump School Brook,Stream,1,1.17,1.17,1.17,2003,2003,43.6914,-73.2683,VT
1VTDECWQ-502344,Breese Pond Outlet,Stream,3,37.255,24.1,31.718333333333334,2003,2015,43.7241,-73.2265,VT
1VTDECWQ-502346,Castleton River,Stream,5,35.9,14.5,24.58,2003,2010,43.6033,-73.2125,VT
1VTDECWQ-502347,Castleton River,Stream,5,35.5,14.2,23.2,2003,2015,43.6034,-73.2079,VT
1VTDECWQ-502349,Castleton River,Stream,1,24.6,24.6,24.6,2006,2006,43.6078,-73.1228,VT
1VTDECWQ-502350,Giddings Brook,Stream,2,25.72,15.2,20.46,2003,2015,43.711,-73.176,VT
1VTDECWQ-502352,Belgo Brook,Stream,1,0.74,0.74,0.74,2003,2003,43.6422,-73.1225,VT
1VTDECWQ-502354,Mettawee River,Stream,2,10.52,5.12,7.82,2011,2015,43.3732,-73.2294,VT
1VTDECWQ-502356,Mettawee River,Stream,5,10.12,5.8,8.882,2004,2017,43.2929,-73.1406,VT
1VTDECWQ-502360,Flower Brook,Stream,2,11.3,11.3,11.3,2007,2007,43.3479,-73.1747,VT
1VTDECWQ-502363,Batten Kill,Stream,2,12.4,9.93,11.165,2008,2013,43.1031,-73.2289,VT
1VTDECWQ-502368,Batten Kill,Stream,1,24.4,24.4,24.4,2014,2014,43.145,-73.0583,VT
1VTDECWQ-502369,Batten Kill,Stream,1,18.8,18.8,18.8,2008,2008,43.1539,-73.0561,VT
1VTDECWQ-502370,Batten Kill,Stream,1,17,17,17,2008,2008,43.1542,-73.055,VT
1VTDECWQ-502371,Batten Kill,Stream,1,23.1,23.1,23.1,2014,2014,43.1578,-73.0544,VT
1VTDECWQ-502374,Batten Kill,Stream,1,13.1,13.1,13.1,2007,2007,43.2202,-73.0125,VT
1VTDECWQ-502375,Batten Kill,Stream,1,10.6,10.6,10.6,2007,2007,43.2263,-73.0117,VT
1VTDECWQ-502376,Batten Kill,Stream,1,6.16,6.16,6.16,2013,2013,43.2269,-73.0117,VT
1VTDECWQ-502377,White Creek,Stream,1,2.3,2.3,2.3,2004,2004,43.2364,-73.2436,VT
1VTDECWQ-502383,Fayville Branch,Stream,1,0.38,0.38,0.38,2009,2009,43.013,-73.1394,VT
1VTDECWQ-502388,Branch Pond Brook,Stream,1,0.32,0.32,0.32,2003,2003,43.0539,-73.0545,VT
1VTDECWQ-502391,Lye Brook,Stream,1,0.52,0.52,0.52,2003,2003,43.1533,-73.0397,VT
1VTDECWQ-502399,Bromley Brook Trib 11,Stream,1,3.12,3.12,3.12,2005,2005,43.2058,-72.9597,VT
1VTDECWQ-502400,Bromley Brook Trib 11,Stream,1,3.15,3.15,3.15,2005,2005,43.2064,-72.9592,VT
1VTDECWQ-502401,Munson Brook,Stream,1,31,31,31,2008,2008,43.1691,-73.0574,VT
1VTDECWQ-502402,Munson Brook,Stream,1,17.8,17.8,17.8,2004,2004,43.1689,-73.0592,VT
1VTDECWQ-502403,Munson Brook,Stream,1,74,74,74,2003,2003,43.1694,-73.0656,VT
1VTDECWQ-502405,West Branch Battenkill,Stream,2,19.2,17.3,18.25,2003,2004,43.1744,-73.0533,VT
1VTDECWQ-502406,West Branch Battenkill,Stream,1,14.4,14.4,14.4,2004,2004,43.1767,-73.0597,VT
1VTDECWQ-502408,West Branch Battenkill,Stream,3,14.6,13.5,14.066666666666666,2003,2013,43.1989,-73.0547,VT
1VTDECWQ-502409,Goodmen Brook,Stream,1,5.74,5.74,5.74,2013,2013,43.2359,-73.0971,VT
1VTDECWQ-502411,Walloomsac River,Stream,4,23.4,15,18.475,2003,2013,42.9189,-73.2689,VT
1VTDECWQ-502412,Walloomsac River,Stream,2,15.6,13,14.3,2008,2013,42.9122,-73.2556,VT
1VTDECWQ-502413,Walloomsac River,Stream,1,18.7,18.7,18.7,2006,2006,42.8919,-73.2025,VT
1VTDECWQ-502417,Paran Creek,Stream,1,11.98,11.98,11.98,2015,2015,42.9542,-73.2006,VT
1VTDECWQ-502418,Furnace Brook,Stream,1,8.09,8.09,8.09,2008,2008,42.8992,-73.1845,VT
